n1,n2,enlaces
1,55,-1
6,55,-1
22,55,1
22,46,1
46,5,1
5,19,1
10,34,1
34,19,1
45,19,1
8,24,-1
24,19,-1
51,22,1
22,19,1
38,35,-1
35,22,1
35,19,1
